Home ID,consumo_total_kwh,consumo_promedio_kwh,consumo_maximo_kwh,consumo_minimo_kwh,desviacion_consumo_kwh,numero_mediciones,cantidad_personas,temperatura_promedio,temperatura_maxima,temperatura_minima,porcentaje_horario_pico,coeficiente_variacion
197,305.56,1.4833009708737863,4.94,0.13,1.1852404414702589,206,2,15.152912621359222,39.7,-9.8,0.13106796116504854,0.7990559331812846
198,250.44,1.4560465116279069,4.87,0.1,1.1468852087434658,172,1,14.179651162790698,40.0,-9.1,0.12790697674418605,0.7876707231427732
199,317.17,1.4752093023255815,4.98,0.15,1.1539917830847328,215,3,14.683255813953489,39.5,-9.9,0.12093023255813953,0.7822563084882478
200,282.34,1.4478974358974357,5.0,0.11,1.222071584850309,195,1,15.335897435897436,39.7,-9.7,0.1282051282051282,0.8440318730814277
201,332.07,1.509409090909091,4.98,0.12,1.1930124243551854,220,1,16.500454545454545,39.6,-9.4,0.09545454545454546,0.7903837545039925
202,251.03,1.3212105263157894,4.93,0.14,1.0809711036252252,190,2,14.24157894736842,39.8,-10.0,0.1631578947368421,0.8181671899326487
203,325.5,1.635678391959799,4.97,0.18,1.3158368758796333,199,5,16.496482412060303,39.7,-10.0,0.1457286432160804,0.8044594110600523
204,316.91,1.5019431279620854,4.72,0.13,1.1480270930052037,211,4,15.560189573459715,39.2,-9.9,0.13270142180094788,0.7643612275538733
205,366.97,1.5817672413793105,4.99,0.11,1.29811681020939,232,4,15.155172413793103,39.9,-9.8,0.14655172413793102,0.8206749869705384
206,320.83,1.542451923076923,4.94,0.14,1.2425745625801143,208,1,13.774038461538462,40.0,-9.9,0.10096153846153846,0.8055839822231831
207,269.46,1.4644565217391303,4.96,0.12,1.0839810900397624,184,2,14.190760869565217,39.8,-10.0,0.11413043478260869,0.7401934259901889
208,282.96,1.5212903225806451,4.93,0.12,1.2237551652378766,186,3,15.916666666666666,39.9,-10.0,0.10215053763440861,0.8044192137908011
209,289.45,1.4843589743589742,4.98,0.13,1.1603465418905223,195,5,17.13897435897436,39.8,-10.0,0.13846153846153847,0.7817155835849089
210,281.96,1.4385714285714284,4.96,0.11,1.1559540404314281,196,2,15.761734693877552,39.9,-9.6,0.14285714285714285,0.8035430271122143
211,281.8,1.4019900497512439,4.92,0.12,1.1906359728735303,201,3,15.256218905472636,39.9,-10.0,0.12437810945273632,0.8492470920779971
212,285.48,1.4491370558375636,4.97,0.11,1.064805130441123,197,2,17.073096446700507,39.6,-9.2,0.116751269035533,0.7347856616817333
213,318.6,1.539130434782609,4.68,0.11,1.1813433267766458,207,1,14.490821256038647,40.0,-10.0,0.13526570048309178,0.7675394496006455
214,255.53,1.3812432432432433,4.9,0.11,1.1318924468178668,185,2,14.967567567567567,39.9,-9.8,0.14054054054054055,0.8194736534313206
215,272.52,1.404742268041237,4.99,0.12,1.1618794786325166,194,5,14.91958762886598,39.4,-10.0,0.11855670103092783,0.8271122077451499
216,317.14,1.6098477157360405,4.99,0.13,1.144273888452072,197,4,15.684771573604062,39.9,-9.6,0.10152284263959391,0.7107963550011295
217,346.35,1.6034722222222224,4.96,0.14,1.1541401628501953,216,1,14.36111111111111,38.7,-9.9,0.13425925925925927,0.719775588784877
218,301.79,1.4721463414634148,4.95,0.1,1.1249994675592554,205,4,14.65609756097561,39.9,-10.0,0.12195121951219512,0.7641899693483791
219,300.03,1.5708376963350783,4.94,0.16,1.1807429997309375,191,4,13.620418848167539,39.8,-9.8,0.17801047120418848,0.7516645433743596
220,245.97,1.397556818181818,4.97,0.11,1.1210781785707598,176,2,15.644318181818182,40.0,-9.4,0.10227272727272728,0.8021700184105937
221,314.06,1.509903846153846,4.96,0.11,1.205119911200379,208,1,15.258653846153846,39.9,-9.8,0.11057692307692307,0.7981434806396193
222,312.24,1.4659154929577465,4.94,0.1,1.1643354783018598,213,4,14.654460093896715,40.0,-9.9,0.14084507042253522,0.7942718962282095
223,301.51,1.470780487804878,4.96,0.1,1.2040973250717149,205,5,16.668780487804877,40.0,-9.8,0.14634146341463414,0.8186791537252547
224,298.24,1.4764356435643564,4.99,0.11,1.279089060306534,202,2,14.73069306930693,39.7,-9.7,0.10396039603960396,0.8663358039898064
225,325.4,1.5719806763285022,4.97,0.13,1.2185334331811024,207,4,14.597101449275362,39.7,-10.0,0.16908212560386474,0.7751580229517155
226,296.7,1.6302197802197802,4.92,0.11,1.2510044388913728,182,5,14.067032967032967,39.3,-9.5,0.13186813186813187,0.767383916003471
227,288.43,1.4867525773195878,4.95,0.1,1.1976662412840469,194,5,14.65979381443299,39.9,-9.9,0.11855670103092783,0.8055585438723609
228,302.1,1.5105000000000002,4.98,0.1,1.24776695011891,200,5,14.975999999999999,39.9,-9.5,0.135,0.8260621980264216
229,308.88,1.5444,4.89,0.14,1.1768451309800956,200,5,15.284,39.9,-9.4,0.105,0.7620079843175962
230,319.56,1.5073584905660378,5.0,0.13,1.1644487350920292,212,5,14.908490566037736,39.6,-9.9,0.13679245283018868,0.7725094875438421
231,275.47,1.3842713567839198,4.97,0.12,1.0995845619241327,199,1,13.925628140703516,40.0,-9.5,0.08542713567839195,0.7943417716009089
232,319.23,1.5496601941747574,4.99,0.13,1.1959734808496258,206,1,15.222815533980583,39.9,-9.8,0.14563106796116504,0.7717649877988375
233,262.72,1.4514917127071825,4.96,0.1,1.1121188416650871,181,1,14.377348066298344,39.6,-9.5,0.11602209944751381,0.7661902799230388
234,286.57,1.4771649484536082,4.95,0.1,1.1733225060574701,194,5,16.224742268041236,39.9,-9.9,0.0979381443298969,0.7943070320520264
235,343.42,1.604766355140187,4.92,0.15,1.1869508383128717,214,2,15.850467289719626,39.7,-9.7,0.09813084112149532,0.7396409044288468
236,357.42,1.6172850678733033,4.86,0.11,1.252697763448448,221,3,14.341176470588236,40.0,-9.8,0.14027149321266968,0.7745683110125539
237,295.0,1.3849765258215962,4.99,0.11,1.13507942719888,213,1,14.86338028169014,39.5,-9.9,0.1267605633802817,0.8195658237063099
238,333.11,1.5280275229357798,4.93,0.1,1.2009467306796926,218,3,16.34816513761468,39.2,-9.9,0.12385321100917432,0.7859457455140133
239,255.43,1.3659358288770054,4.98,0.11,1.157678691541472,187,5,13.84438502673797,39.9,-9.8,0.11229946524064172,0.8475351967985565
240,293.93,1.4479310344827587,4.87,0.11,1.1888290499780434,203,5,16.542857142857144,39.8,-9.0,0.10837438423645321,0.8210536425187724
241,283.03,1.4896315789473682,4.94,0.11,1.2102587816554826,190,2,13.766315789473683,39.6,-10.0,0.14210526315789473,0.8124551055172304
242,265.57,1.3977368421052632,4.89,0.1,1.1246015798718643,190,4,14.910526315789474,39.7,-9.6,0.14210526315789473,0.8045874917183952
243,277.71999999999997,1.409746192893401,4.94,0.11,1.1587926671572315,197,5,13.822842639593908,39.9,-9.5,0.1319796954314721,0.8219867327883286
244,264.71,1.470611111111111,4.85,0.16,1.1718634179233154,180,5,15.77,39.9,-9.3,0.15555555555555556,0.796854728669853
245,304.57,1.4434597156398103,4.93,0.11,1.1359023566511481,211,5,13.84739336492891,39.9,-10.0,0.13744075829383887,0.7869304174849534
246,302.82,1.499108910891089,4.93,0.15,1.1019188140042442,202,3,16.025247524752476,39.6,-9.9,0.12871287128712872,0.7350492055638905
247,288.38,1.434726368159204,4.91,0.11,1.1521666762023817,201,1,15.239800995024874,40.0,-9.5,0.08955223880597014,0.8030567373489101
248,291.6,1.4953846153846155,4.69,0.11,1.1106500514903406,195,5,14.939487179487179,39.9,-10.0,0.1076923076923077,0.7427186558320178
249,291.45,1.4794416243654822,4.9,0.11,1.2470533403045334,197,5,15.063451776649746,39.7,-9.9,0.15228426395939088,0.8429216264882247
250,315.49,1.531504854368932,4.99,0.12,1.1397963735453154,206,5,14.159708737864078,39.5,-10.0,0.13592233009708737,0.7442329485889726
251,245.02,1.3688268156424581,4.82,0.13,1.1455788332092676,179,5,15.51564245810056,40.0,-9.7,0.11173184357541899,0.8369056042137739
252,272.47,1.4808152173913045,4.92,0.11,1.2693085285036863,184,3,15.135326086956523,39.0,-9.0,0.11956521739130435,0.8571687497510854
253,258.46,1.3603157894736841,4.89,0.12,1.1048014043870582,190,1,15.783157894736844,39.7,-9.7,0.12631578947368421,0.8121653905190013
254,278.79,1.5930857142857144,4.94,0.12,1.1773649072376606,175,3,14.656,39.8,-9.8,0.11428571428571428,0.7390468050022978
255,281.37,1.435561224489796,4.99,0.1,1.0869907608535858,196,5,15.948979591836734,39.6,-9.3,0.15306122448979592,0.7571887163780887
256,338.67,1.652048780487805,5.0,0.1,1.2763499956259214,205,1,14.992682926829268,39.4,-9.9,0.08292682926829269,0.7725861431579824
257,326.6,1.5701923076923079,4.84,0.11,1.2415402470565806,208,4,15.65625,39.8,-9.4,0.14903846153846154,0.7906931150880855
258,286.41,1.43205,4.99,0.12,1.2210553543521112,200,1,14.8735,39.8,-9.8,0.115,0.8526625148228841
259,302.14,1.481078431372549,4.96,0.1,1.1161121002924403,204,5,15.665686274509804,39.7,-10.0,0.10294117647058823,0.7535806859722574
260,352.41,1.6018636363636365,4.96,0.12,1.2436621718772374,220,5,16.542727272727273,39.8,-8.6,0.12272727272727273,0.7763845458783581
261,353.61,1.5176394849785408,4.89,0.11,1.1867337849599007,233,3,15.46137339055794,39.9,-9.9,0.13304721030042918,0.7819602723216449
262,323.01,1.4549999999999998,4.96,0.11,1.1670920469928012,222,1,15.304954954954955,39.6,-9.1,0.15765765765765766,0.8021251182081109
263,316.04,1.5341747572815534,4.98,0.1,1.1793293044503335,206,1,13.647087378640778,40.0,-9.9,0.1407766990291262,0.7687059761953192
264,327.56,1.646030150753769,4.92,0.12,1.2711860440872933,199,5,14.35175879396985,39.9,-9.9,0.1306532663316583,0.7722738514268267
265,261.02,1.388404255319149,4.99,0.11,1.092427315651616,188,5,15.001063829787233,39.9,-10.0,0.13297872340425532,0.786822218000551
266,289.21,1.4317326732673266,4.97,0.11,1.1539042390326393,202,3,14.316831683168317,39.9,-10.0,0.1485148514851485,0.8059495048047894
267,286.61,1.4548730964467005,4.89,0.11,1.1411422889408842,197,3,14.611167512690356,39.9,-9.9,0.12690355329949238,0.7843586438761878
268,322.86,1.6388832487309646,4.97,0.16,1.2222677867071705,197,2,15.908121827411168,39.9,-9.9,0.14213197969543148,0.7457930805343262
269,314.27,1.4482488479262672,5.0,0.11,1.2273351412304343,217,3,16.099078341013826,40.0,-9.4,0.14285714285714285,0.8474615001336566
270,303.45,1.4588942307692307,4.77,0.16,1.1346391575052979,208,2,14.232692307692307,39.8,-10.0,0.11538461538461539,0.777739148990285
271,313.02,1.5121739130434781,4.9,0.15,1.1465057122614812,207,5,14.926570048309179,39.9,-9.2,0.10628019323671498,0.7581837660153556
272,315.56,1.5244444444444445,5.0,0.1,1.2341934812188338,207,5,14.40144927536232,39.8,-9.7,0.0966183574879227,0.8096021378257655
273,351.29,1.5682589285714286,4.92,0.1,1.2646983741186664,224,4,14.186160714285714,39.8,-10.0,0.13839285714285715,0.8064346716461649
274,329.76,1.6570854271356783,4.86,0.11,1.2015303994265623,199,2,16.329145728643216,39.9,-9.2,0.10552763819095477,0.7250865765583634
275,310.98,1.4738388625592418,4.99,0.1,1.2185948006604967,211,4,13.128909952606634,39.8,-9.9,0.10900473933649289,0.8268168465475748
276,308.95,1.492512077294686,4.92,0.1,1.1434547671268336,207,4,15.62463768115942,39.6,-9.9,0.10628019323671498,0.7661276478240963
277,302.55,1.6442934782608696,4.94,0.1,1.192479870383022,184,4,17.13641304347826,40.0,-9.5,0.125,0.7252232561575807
278,303.8,1.474757281553398,4.96,0.12,1.1658932258020502,206,3,16.626699029126215,40.0,-9.8,0.15048543689320387,0.7905661768111335
279,315.39,1.5691044776119403,4.98,0.11,1.2115201995962963,201,5,12.854228855721392,39.9,-10.0,0.13432835820895522,0.7721093253395972
280,303.42,1.4380094786729858,4.88,0.11,1.1659420143652548,211,3,16.025592417061613,39.6,-9.6,0.0995260663507109,0.8108027322888035
281,284.88,1.4387878787878787,4.91,0.1,1.103007216315103,198,3,14.131818181818181,39.8,-9.8,0.1414141414141414,0.7666225387194271
282,304.26,1.4841951219512195,4.93,0.13,1.2058984775723791,205,3,16.096097560975608,39.9,-9.3,0.12195121951219512,0.8124932225804828
283,266.4,1.4718232044198893,5.0,0.11,1.1384650932591982,181,4,14.429834254143648,39.4,-9.4,0.143646408839779,0.7735066887384193
284,312.59,1.4338990825688072,4.85,0.13,1.1406938340100128,218,5,14.36788990825688,39.8,-9.7,0.11467889908256881,0.795518909159547
285,285.96,1.571208791208791,4.92,0.12,1.2327446224712075,182,2,15.073076923076924,39.7,-9.9,0.12087912087912088,0.7845835826330948
286,308.71,1.470047619047619,4.98,0.1,1.153859551137089,210,5,14.975714285714286,39.8,-10.0,0.12380952380952381,0.784913043758831
287,252.75,1.3302631578947368,4.85,0.1,1.0183441452212396,190,2,15.317894736842106,39.9,-9.9,0.13157894736842105,0.7655208213334739
288,289.55,1.4263546798029558,4.96,0.11,1.1779036220703318,203,2,15.370935960591133,39.9,-9.9,0.08866995073891626,0.8258139709213516
289,323.2,1.539047619047619,4.89,0.11,1.2164718958199008,210,5,14.18142857142857,40.0,-10.0,0.10952380952380952,0.7904056253780296
290,372.72,1.5996566523605151,4.99,0.1,1.283406318418289,233,2,15.841630901287553,39.7,-10.0,0.11587982832618025,0.8023011166330256
291,261.3,1.4762711864406781,4.95,0.15,1.2399137135095941,177,1,15.467796610169492,39.6,-9.2,0.12429378531073447,0.8398956268319867
292,223.64000000000001,1.2779428571428573,4.85,0.12,1.1455848765410648,175,1,14.818285714285713,39.8,-9.7,0.14285714285714285,0.8964288740595883
293,278.44,1.546888888888889,4.97,0.21,1.165370101563821,180,5,15.65111111111111,39.8,-10.0,0.08888888888888889,0.7533638064986631
294,304.44,1.4707246376811594,4.83,0.13,1.1962785971753986,207,3,15.378260869565219,39.9,-9.8,0.08695652173913043,0.8133940008386136
295,283.48,1.446326530612245,4.95,0.12,1.1356515245173895,196,2,15.746938775510204,39.6,-9.9,0.09183673469387756,0.7851971878277421
296,291.33,1.442227722772277,4.97,0.11,1.1847129457403338,202,3,14.253960396039606,39.9,-9.6,0.10891089108910891,0.821446521262992
297,297.95,1.6281420765027321,4.99,0.12,1.351104896461344,183,2,14.302732240437159,40.0,-9.9,0.09289617486338798,0.8298445915503472
298,296.26,1.424326923076923,4.59,0.1,0.9899907425742714,208,3,15.077403846153846,39.9,-9.9,0.10576923076923077,0.69505864597127
299,297.12,1.5082233502538072,4.99,0.1,1.232150679421524,197,1,14.221827411167512,39.9,-10.0,0.12690355329949238,0.8169550479470928
300,285.31,1.3985784313725491,4.97,0.13,1.1186213536020455,204,5,14.67156862745098,39.9,-9.8,0.13725490196078433,0.7998274022460385
301,266.96,1.5168181818181816,4.98,0.12,1.1684246248244272,176,3,14.309659090909092,39.4,-9.6,0.10227272727272728,0.7703129081851184
302,300.79,1.6710555555555557,5.0,0.2,1.3172374584849922,180,4,14.357222222222223,39.5,-9.9,0.18333333333333332,0.7882667060982698
303,305.81,1.4702403846153846,4.89,0.12,1.1420832054698455,208,4,15.55,40.0,-10.0,0.14423076923076922,0.7768003228727899
304,281.09,1.471675392670157,4.56,0.12,1.0308664313763742,191,3,14.532460732984292,39.4,-9.7,0.10471204188481675,0.7004713379803177
305,311.78,1.4236529680365295,4.88,0.13,1.1780521117925764,219,2,14.591780821917808,39.8,-9.9,0.1141552511415525,0.8274854464127727
306,336.61,1.414327731092437,4.78,0.11,1.1033352628579023,238,2,14.65294117647059,39.1,-9.7,0.13025210084033614,0.7801128681862712
307,289.26,1.460909090909091,4.74,0.11,1.1864562179768032,198,5,13.673232323232325,39.9,-9.9,0.13636363636363635,0.8121355567980607
308,315.44,1.4809389671361501,4.99,0.1,1.08690970144148,213,2,15.222535211267607,39.6,-9.5,0.13615023474178403,0.7339328126015573
309,251.42000000000002,1.5237575757575759,4.75,0.13,1.0865897376403417,165,2,12.980606060606062,39.6,-9.5,0.11515151515151516,0.7130988255137076
310,311.28,1.4614084507042253,4.97,0.1,1.1520039501881074,213,5,16.42112676056338,39.5,-10.0,0.12206572769953052,0.7882833506491483
311,276.33,1.5351666666666666,4.95,0.14,1.2243486353998956,180,5,14.837777777777779,39.9,-10.0,0.11666666666666667,0.7975346664205161
312,252.38,1.3716304347826087,4.86,0.1,1.169393637814726,184,4,14.071739130434782,39.3,-10.0,0.15217391304347827,0.8525573712572692
313,308.59,1.4694761904761904,4.94,0.12,1.1639419952600372,210,3,15.633333333333333,40.0,-9.6,0.11428571428571428,0.792079519766058
314,273.24,1.476972972972973,4.89,0.1,1.1376231535455672,185,4,14.305405405405406,39.4,-9.8,0.1783783783783784,0.7702396552698357
315,314.87,1.4713551401869158,4.98,0.14,1.1507207519073286,214,1,14.09626168224299,39.1,-9.3,0.08411214953271028,0.7820822590534771
316,286.92,1.4203960396039605,4.94,0.13,1.1372603204201526,202,4,14.157920792079208,39.7,-9.8,0.18811881188118812,0.8006642434297742
317,311.78000000000003,1.5434653465346535,4.92,0.14,1.2189396220796782,202,3,14.218811881188119,39.9,-9.8,0.12871287128712872,0.7897421375973283
318,272.78,1.5154444444444444,4.54,0.1,1.0787942380591038,180,1,16.77722222222222,40.0,-9.5,0.17222222222222222,0.7118665695822226
319,326.77,1.512824074074074,4.96,0.11,1.217777956074696,216,2,15.073611111111111,39.4,-9.1,0.16203703703703703,0.80496997433098
320,287.47,1.409166666666667,4.98,0.11,1.1956933358374855,204,3,17.7921568627451,39.9,-10.0,0.15196078431372548,0.848510942049073
321,330.13,1.6673232323232323,5.0,0.1,1.33257599722925,198,5,14.247474747474747,39.9,-9.9,0.10101010101010101,0.7992307498603323
322,324.14,1.573495145631068,4.91,0.13,1.246006075025603,206,2,13.255825242718446,39.6,-9.6,0.1407766990291262,0.7918715723307035
323,286.06,1.5055789473684211,4.99,0.11,1.1875217320557576,190,3,14.496842105263159,38.8,-9.8,0.06315789473684211,0.7887475672606933
324,370.5,1.7394366197183098,4.98,0.1,1.3608219845219771,213,5,15.714084507042253,39.9,-9.7,0.13145539906103287,0.7823349060814606
325,263.95,1.3892105263157895,4.97,0.13,1.1382353872174278,190,4,15.837894736842104,40.0,-9.8,0.13157894736842105,0.8193397369627251
326,315.31,1.487311320754717,4.98,0.14,1.1595504265531427,212,2,13.480188679245284,39.7,-9.9,0.10849056603773585,0.7796285891004606
327,353.72,1.4924894514767935,4.89,0.11,1.1413470171947895,237,3,13.745569620253164,40.0,-9.9,0.08438818565400844,0.7647270244124309
328,263.95,1.4039893617021275,4.9,0.1,1.1717779990384725,188,1,16.98031914893617,39.9,-9.7,0.10638297872340426,0.8346060383376883
329,328.73,1.5218981481481482,4.99,0.11,1.2159401028685572,216,1,14.844907407407407,39.8,-9.7,0.11574074074074074,0.7989628638080137
330,277.17,1.5398333333333334,4.99,0.12,1.259092284103222,180,5,15.085,40.0,-9.7,0.1,0.8176808858771871
331,309.94,1.4972946859903382,4.94,0.12,1.2050824510005482,207,2,15.402898550724638,40.0,-9.7,0.17391304347826086,0.8048398637062447
332,332.55,1.4714601769911504,4.9,0.1,1.2222598707887014,226,4,15.317256637168141,39.8,-9.8,0.1504424778761062,0.8306442062794963
333,291.21999999999997,1.4708080808080806,4.88,0.11,1.1165775998935832,198,3,14.787373737373738,40.0,-9.9,0.09090909090909091,0.7591592774497957
334,308.9,1.529207920792079,4.94,0.11,1.2336280539365732,202,1,14.291584158415843,39.3,-9.8,0.1188118811881188,0.8067104787801483
335,306.74,1.614421052631579,5.0,0.11,1.168275277220213,190,5,16.197894736842105,39.9,-9.7,0.16842105263157894,0.7236496794413525
336,276.66,1.5201098901098902,4.98,0.11,1.169039833155336,182,1,15.551648351648351,39.8,-9.8,0.15384615384615385,0.7690495540890304
337,314.16,1.4960000000000002,4.97,0.12,1.1831966270967835,210,1,15.896666666666668,39.9,-9.9,0.1,0.7909068362946413
338,282.08,1.5084491978609624,4.92,0.11,1.1537919024354855,187,5,14.97005347593583,39.7,-9.8,0.13368983957219252,0.7648861519974326
339,309.98,1.5269950738916258,4.97,0.12,1.2299763883169454,203,1,15.672906403940885,39.6,-9.2,0.10837438423645321,0.805488118034518
340,275.01,1.5027868852459016,4.98,0.1,1.2217531060466968,183,1,15.991256830601094,39.6,-9.9,0.12021857923497267,0.8129915945112742
341,337.5,1.5202702702702702,4.98,0.13,1.224721934982048,222,3,12.758558558558558,38.6,-10.0,0.10810810810810811,0.8055948727881916
342,266.54,1.3882291666666668,4.86,0.1,1.037859249394266,192,2,14.009375,39.4,-9.9,0.15104166666666666,0.7476137761075224
343,289.44,1.5730434782608695,5.0,0.11,1.228899938240946,184,4,15.490217391304347,39.7,-9.7,0.15217391304347827,0.7812243941277435
344,303.9,1.5426395939086293,4.96,0.11,1.1624978108629105,197,2,15.781218274111676,39.8,-9.7,0.116751269035533,0.7535770606778328
345,353.11,1.5834529147982064,4.98,0.13,1.2175489357973606,223,1,15.672645739910314,40.0,-9.9,0.13901345291479822,0.7689202024377996
346,280.89,1.494095744680851,4.95,0.13,1.2464107748495032,188,5,14.977659574468086,38.7,-9.8,0.11702127659574468,0.8342241648748856
347,238.76,1.520764331210191,4.83,0.15,1.2082332627357688,157,3,13.527388535031848,39.9,-10.0,0.10191082802547771,0.794490795147913
348,290.18,1.4018357487922706,4.97,0.11,1.2033874163632643,207,1,13.9743961352657,39.9,-10.0,0.08695652173913043,0.858436815725397
349,293.21999999999997,1.4661,4.97,0.1,1.2074637191923532,200,5,16.0385,39.8,-9.5,0.13,0.8235889224420935
350,274.16,1.420518134715026,4.95,0.11,1.1494929774201188,193,5,14.516062176165804,39.4,-9.5,0.09326424870466321,0.8092068304715601
351,297.33,1.54859375,4.98,0.12,1.245734755142586,192,4,16.7,39.9,-9.7,0.09375,0.8044296673304964
352,338.25,1.580607476635514,4.99,0.1,1.1812697493751831,214,3,15.961682242990655,39.9,-10.0,0.12149532710280374,0.7473517409202932
353,275.67,1.3382038834951457,4.98,0.1,1.1344491205026497,206,3,15.070388349514563,39.9,-9.9,0.16019417475728157,0.84774011979376
354,271.77,1.4379365079365078,4.82,0.11,1.0855675426081677,189,2,14.21957671957672,39.6,-10.0,0.10052910052910052,0.754948175122139
355,302.49,1.4473205741626796,5.0,0.1,1.2137610403552601,209,5,14.901913875598087,39.9,-10.0,0.16267942583732056,0.838626260154879
356,272.43,1.4646774193548386,4.81,0.11,1.2053870762072065,186,1,15.213440860215053,39.5,-9.5,0.15591397849462366,0.8229710243898999
357,294.5,1.5833333333333333,4.96,0.15,1.2246220229520206,186,4,14.229569892473117,40.0,-9.7,0.12365591397849462,0.7734454881802236
358,274.28,1.4360209424083767,4.93,0.12,1.1609596210309687,191,3,13.90994764397906,39.8,-9.4,0.13612565445026178,0.808455912268175
359,286.55,1.4924479166666667,4.91,0.11,1.1735575962977263,192,1,14.508333333333333,39.9,-10.0,0.11979166666666667,0.7863306874512771
360,321.47,1.4882870370370371,5.0,0.11,1.1085126557347924,216,2,16.240277777777777,39.8,-9.7,0.125,0.7448245050509072
361,264.24,1.4283243243243244,4.97,0.11,1.1292744413149916,185,5,15.997837837837837,40.0,-10.0,0.12972972972972974,0.7906288663460241
362,320.88,1.5501449275362318,4.95,0.13,1.2776371844191736,207,1,16.47391304347826,39.4,-9.8,0.13043478260869565,0.8242049899487938
363,238.32,1.3464406779661016,4.95,0.11,1.076152283144779,177,2,13.610169491525424,39.7,-9.7,0.11299435028248588,0.7992571085793299
364,269.86,1.559884393063584,5.0,0.1,1.2345284329142088,173,2,14.719075144508672,39.9,-9.6,0.16184971098265896,0.7914230300680283
365,254.92000000000002,1.4162222222222223,4.89,0.11,1.1648224529899172,180,3,14.458888888888888,39.5,-9.2,0.1,0.8224856485885182
366,281.56,1.5555801104972375,4.98,0.13,1.2845592934033354,181,1,16.72099447513812,39.8,-10.0,0.09944751381215469,0.8257750820642269
367,281.68,1.556243093922652,5.0,0.13,1.2155073136209138,181,4,12.742541436464089,39.3,-9.9,0.11602209944751381,0.7810523422514393
368,340.54,1.4741991341991343,4.98,0.11,1.2012693048529357,231,2,15.412987012987013,39.7,-9.9,0.11688311688311688,0.8148623052241385
369,350.4,1.5855203619909501,4.97,0.14,1.2285617333036425,221,2,15.165610859728506,39.6,-9.9,0.14479638009049775,0.7748634219751855
370,284.39,1.4584102564102563,4.98,0.13,1.1871659208407233,195,1,14.583589743589744,39.5,-9.3,0.09743589743589744,0.8140136944475581
371,312.18,1.5766666666666667,4.9,0.12,1.340854716424705,198,1,15.885858585858585,39.9,-10.0,0.09595959595959595,0.8504363951953732
372,320.03000000000003,1.4415765765765767,5.0,0.11,1.1154082267085188,222,4,13.992342342342344,39.9,-10.0,0.10810810810810811,0.773741918974131
373,352.11,1.5580088495575222,4.98,0.11,1.284242628481949,226,2,15.694690265486726,39.8,-9.9,0.12831858407079647,0.8242845532274586
374,322.76,1.582156862745098,4.98,0.13,1.2380714602922198,204,4,14.792156862745097,39.7,-9.9,0.14705882352941177,0.7825213096406397
375,281.64,1.4082,4.91,0.11,1.1190375261467431,200,1,14.646500000000001,39.9,-9.9,0.13,0.7946580927046891
376,301.17,1.601968085106383,4.82,0.11,1.2503102755205402,188,1,14.689361702127659,39.6,-10.0,0.10106382978723404,0.7804838855060648
377,308.17,1.495970873786408,4.99,0.1,1.207018814542557,206,1,13.922330097087379,39.9,-10.0,0.10194174757281553,0.8068464671959202
378,292.22,1.4833502538071068,4.96,0.11,1.24330121137501,197,2,16.260913705583757,39.9,-9.9,0.1116751269035533,0.8381710308701558
379,369.95,1.6369469026548673,4.78,0.11,1.181674505592865,226,5,14.385398230088494,39.6,-9.7,0.09734513274336283,0.7218771138369712
380,248.18,1.3271657754010695,4.76,0.11,0.9883335541740199,187,1,17.203208556149733,39.8,-9.7,0.11229946524064172,0.7446948772283896
381,258.76,1.326974358974359,4.7,0.13,1.143719548908579,195,5,16.534871794871794,40.0,-9.7,0.15384615384615385,0.861900262935434
382,310.28000000000003,1.6416931216931219,4.96,0.16,1.2329390120571406,189,2,14.503703703703703,39.8,-9.9,0.1164021164021164,0.7510167373946098
383,301.47,1.5225757575757577,5.0,0.11,1.2624261276344824,198,1,15.491414141414142,39.9,-9.6,0.09595959595959595,0.8291384657565511
384,264.65,1.40026455026455,4.98,0.14,1.0763706916351354,189,5,13.947619047619048,40.0,-9.8,0.1164021164021164,0.7686909530286817
385,329.25,1.5313953488372094,4.89,0.1,1.1518805862696857,215,5,14.293488372093023,39.8,-9.5,0.14883720930232558,0.7521771482095138
386,297.01,1.463103448275862,4.99,0.13,1.0510248294953708,203,2,13.758620689655173,39.9,-9.9,0.10837438423645321,0.7183530533906611
387,331.1,1.5544600938967137,4.77,0.12,1.159772795964141,213,5,15.624882629107981,40.0,-9.7,0.1267605633802817,0.7460936440361282
388,321.28,1.614472361809045,4.93,0.14,1.2744924115351002,199,2,15.782914572864323,39.8,-9.8,0.08542713567839195,0.7894172992264845
389,247.63,1.3171808510638299,4.99,0.14,1.1009689603299302,188,3,13.569148936170214,39.8,-9.4,0.15425531914893617,0.8358525402496744
390,298.14,1.3997183098591548,4.88,0.11,1.1191581722955868,213,4,16.39154929577465,39.9,-10.0,0.11737089201877934,0.7995595716742471
391,300.83,1.5041499999999999,4.93,0.11,1.1689153489302917,200,3,13.154000000000002,39.9,-10.0,0.115,0.7771268483397877
392,287.61,1.4599492385786803,4.83,0.14,1.0607917227442831,197,5,14.591370558375635,39.7,-8.5,0.07106598984771574,0.7265949354355682
393,280.86,1.577865168539326,5.0,0.13,1.2082676321839072,178,5,15.32865168539326,39.8,-9.8,0.12359550561797752,0.7657610144867032
394,318.64,1.4161777777777778,4.88,0.1,1.1021316863098776,225,1,14.840444444444444,39.7,-9.8,0.13777777777777778,0.7782438784199174
